pattern_id,ticker,ruleset_name,anchor_asof_date,effective_asof_date,max_observed_asof_date,trough_1_date,center_peak_price,trough_2_price,initial_stop,composite_score,triggered,entry_date,entry_price,exit_date,exit_price,exit_reason,r_multiple,trade_pnl_dollars,peak_unrealized_R,drawdown_to_exit_R,days_held,status,forward_bars_available,max_forward_close,max_close_pct_of_peak,days_t2_to_asof
CNC-2022-01-06,CNC,A_minervini_trail_ma,2026-05-22,2026-05-22,2026-05-22,2022-01-06,80.5500,75.3400,74.5866,0.7667,false,,,,,untriggered,,,,,,untriggered,0,,,1577
CNC-2022-01-06,CNC,B_fixed_R_multiple,2026-05-22,2026-05-22,2026-05-22,2022-01-06,80.5500,75.3400,74.5866,0.7667,false,,,,,untriggered,,,,,,untriggered,0,,,1577
CNC-2022-01-06,CNC,C_close_below_50d,2026-05-22,2026-05-22,2026-05-22,2022-01-06,80.5500,75.3400,74.5866,0.7667,false,,,,,untriggered,,,,,,untriggered,0,,,1577
CNC-2022-01-06,CNC,D_minervini_stage2_progression,2026-05-22,2026-05-22,2026-05-22,2022-01-06,80.5500,75.3400,74.5866,0.7667,false,,,,,untriggered,,,,,,untriggered,0,,,1577
CNC-2022-01-06,CNC,E_oneil_cup_with_handle_measured_move,2026-05-22,2026-05-22,2026-05-22,2022-01-06,80.5500,75.3400,74.5866,0.7667,false,,,,,untriggered,,,,,,untriggered,0,,,1577
CNC-2022-01-06,CNC,F_qullamaggie_momentum_burst,2026-05-22,2026-05-22,2026-05-22,2022-01-06,80.5500,75.3400,74.5866,0.7667,false,,,,,untriggered,,,,,,untriggered,0,,,1577
CNC-2022-03-23,CNC,A_minervini_trail_ma,2026-05-22,2026-05-22,2026-05-22,2022-03-23,89.0100,79.0600,78.2694,0.7667,false,,,,,untriggered,,,,,,untriggered,0,,,1481
CNC-2022-03-23,CNC,B_fixed_R_multiple,2026-05-22,2026-05-22,2026-05-22,2022-03-23,89.0100,79.0600,78.2694,0.7667,false,,,,,untriggered,,,,,,untriggered,0,,,1481
CNC-2022-03-23,CNC,C_close_below_50d,2026-05-22,2026-05-22,2026-05-22,2022-03-23,89.0100,79.0600,78.2694,0.7667,false,,,,,untriggered,,,,,,untriggered,0,,,1481
CNC-2022-03-23,CNC,D_minervini_stage2_progression,2026-05-22,2026-05-22,2026-05-22,2022-03-23,89.0100,79.0600,78.2694,0.7667,false,,,,,untriggered,,,,,,untriggered,0,,,1481
CNC-2022-03-23,CNC,E_oneil_cup_with_handle_measured_move,2026-05-22,2026-05-22,2026-05-22,2022-03-23,89.0100,79.0600,78.2694,0.7667,false,,,,,untriggered,,,,,,untriggered,0,,,1481
CNC-2022-03-23,CNC,F_qullamaggie_momentum_burst,2026-05-22,2026-05-22,2026-05-22,2022-03-23,89.0100,79.0600,78.2694,0.7667,false,,,,,untriggered,,,,,,untriggered,0,,,1481
CNC-2022-05-09,CNC,A_minervini_trail_ma,2026-05-22,2026-05-22,2026-05-22,2022-05-09,87.2100,75.7000,74.9430,0.7667,false,,,,,untriggered,,,,,,untriggered,0,,,1439
CNC-2022-05-09,CNC,B_fixed_R_multiple,2026-05-22,2026-05-22,2026-05-22,2022-05-09,87.2100,75.7000,74.9430,0.7667,false,,,,,untriggered,,,,,,untriggered,0,,,1439
CNC-2022-05-09,CNC,C_close_below_50d,2026-05-22,2026-05-22,2026-05-22,2022-05-09,87.2100,75.7000,74.9430,0.7667,false,,,,,untriggered,,,,,,untriggered,0,,,1439
CNC-2022-05-09,CNC,D_minervini_stage2_progression,2026-05-22,2026-05-22,2026-05-22,2022-05-09,87.2100,75.7000,74.9430,0.7667,false,,,,,untriggered,,,,,,untriggered,0,,,1439
CNC-2022-05-09,CNC,E_oneil_cup_with_handle_measured_move,2026-05-22,2026-05-22,2026-05-22,2022-05-09,87.2100,75.7000,74.9430,0.7667,false,,,,,untriggered,,,,,,untriggered,0,,,1439
CNC-2022-05-09,CNC,F_qullamaggie_momentum_burst,2026-05-22,2026-05-22,2026-05-22,2022-05-09,87.2100,75.7000,74.9430,0.7667,false,,,,,untriggered,,,,,,untriggered,0,,,1439
CNC-2022-09-27,CNC,A_minervini_trail_ma,2026-05-22,2026-05-22,2026-05-22,2022-09-27,80.8700,73.7600,73.0224,0.7667,false,,,,,untriggered,,,,,,untriggered,0,,,1320
CNC-2022-09-27,CNC,B_fixed_R_multiple,2026-05-22,2026-05-22,2026-05-22,2022-09-27,80.8700,73.7600,73.0224,0.7667,false,,,,,untriggered,,,,,,untriggered,0,,,1320
CNC-2022-09-27,CNC,C_close_below_50d,2026-05-22,2026-05-22,2026-05-22,2022-09-27,80.8700,73.7600,73.0224,0.7667,false,,,,,untriggered,,,,,,untriggered,0,,,1320
CNC-2022-09-27,CNC,D_minervini_stage2_progression,2026-05-22,2026-05-22,2026-05-22,2022-09-27,80.8700,73.7600,73.0224,0.7667,false,,,,,untriggered,,,,,,untriggered,0,,,1320
CNC-2022-09-27,CNC,E_oneil_cup_with_handle_measured_move,2026-05-22,2026-05-22,2026-05-22,2022-09-27,80.8700,73.7600,73.0224,0.7667,false,,,,,untriggered,,,,,,untriggered,0,,,1320
CNC-2022-09-27,CNC,F_qullamaggie_momentum_burst,2026-05-22,2026-05-22,2026-05-22,2022-09-27,80.8700,73.7600,73.0224,0.7667,false,,,,,untriggered,,,,,,untriggered,0,,,1320
CNC-2024-07-01,CNC,A_minervini_trail_ma,2026-05-22,2026-05-22,2026-05-22,2024-07-01,69.1100,64.8900,64.2411,0.7667,false,,,,,untriggered,,,,,,untriggered,0,,,668
CNC-2024-07-01,CNC,B_fixed_R_multiple,2026-05-22,2026-05-22,2026-05-22,2024-07-01,69.1100,64.8900,64.2411,0.7667,false,,,,,untriggered,,,,,,untriggered,0,,,668
CNC-2024-07-01,CNC,C_close_below_50d,2026-05-22,2026-05-22,2026-05-22,2024-07-01,69.1100,64.8900,64.2411,0.7667,false,,,,,untriggered,,,,,,untriggered,0,,,668
CNC-2024-07-01,CNC,D_minervini_stage2_progression,2026-05-22,2026-05-22,2026-05-22,2024-07-01,69.1100,64.8900,64.2411,0.7667,false,,,,,untriggered,,,,,,untriggered,0,,,668
CNC-2024-07-01,CNC,E_oneil_cup_with_handle_measured_move,2026-05-22,2026-05-22,2026-05-22,2024-07-01,69.1100,64.8900,64.2411,0.7667,false,,,,,untriggered,,,,,,untriggered,0,,,668
CNC-2024-07-01,CNC,F_qullamaggie_momentum_burst,2026-05-22,2026-05-22,2026-05-22,2024-07-01,69.1100,64.8900,64.2411,0.7667,false,,,,,untriggered,,,,,,untriggered,0,,,668
CNC-2024-10-29,CNC,A_minervini_trail_ma,2026-05-22,2026-05-22,2026-05-22,2024-10-29,64.8000,57.4600,56.8854,0.7667,false,,,,,untriggered,,,,,,untriggered,0,,,553
CNC-2024-10-29,CNC,B_fixed_R_multiple,2026-05-22,2026-05-22,2026-05-22,2024-10-29,64.8000,57.4600,56.8854,0.7667,false,,,,,untriggered,,,,,,untriggered,0,,,553
CNC-2024-10-29,CNC,C_close_below_50d,2026-05-22,2026-05-22,2026-05-22,2024-10-29,64.8000,57.4600,56.8854,0.7667,false,,,,,untriggered,,,,,,untriggered,0,,,553
CNC-2024-10-29,CNC,D_minervini_stage2_progression,2026-05-22,2026-05-22,2026-05-22,2024-10-29,64.8000,57.4600,56.8854,0.7667,false,,,,,untriggered,,,,,,untriggered,0,,,553
CNC-2024-10-29,CNC,E_oneil_cup_with_handle_measured_move,2026-05-22,2026-05-22,2026-05-22,2024-10-29,64.8000,57.4600,56.8854,0.7667,false,,,,,untriggered,,,,,,untriggered,0,,,553
CNC-2024-10-29,CNC,F_qullamaggie_momentum_burst,2026-05-22,2026-05-22,2026-05-22,2024-10-29,64.8000,57.4600,56.8854,0.7667,false,,,,,untriggered,,,,,,untriggered,0,,,553
CNC-2024-11-15,CNC,A_minervini_trail_ma,2026-05-22,2026-05-22,2026-05-22,2024-11-15,61.4300,56.7100,56.1429,0.7667,false,,,,,untriggered,,,,,,untriggered,0,,,528
CNC-2024-11-15,CNC,B_fixed_R_multiple,2026-05-22,2026-05-22,2026-05-22,2024-11-15,61.4300,56.7100,56.1429,0.7667,false,,,,,untriggered,,,,,,untriggered,0,,,528
CNC-2024-11-15,CNC,C_close_below_50d,2026-05-22,2026-05-22,2026-05-22,2024-11-15,61.4300,56.7100,56.1429,0.7667,false,,,,,untriggered,,,,,,untriggered,0,,,528
CNC-2024-11-15,CNC,D_minervini_stage2_progression,2026-05-22,2026-05-22,2026-05-22,2024-11-15,61.4300,56.7100,56.1429,0.7667,false,,,,,untriggered,,,,,,untriggered,0,,,528
CNC-2024-11-15,CNC,E_oneil_cup_with_handle_measured_move,2026-05-22,2026-05-22,2026-05-22,2024-11-15,61.4300,56.7100,56.1429,0.7667,false,,,,,untriggered,,,,,,untriggered,0,,,528
CNC-2024-11-15,CNC,F_qullamaggie_momentum_burst,2026-05-22,2026-05-22,2026-05-22,2024-11-15,61.4300,56.7100,56.1429,0.7667,false,,,,,untriggered,,,,,,untriggered,0,,,528
CNC-2026-02-09,CNC,A_minervini_trail_ma,2026-05-22,2026-05-22,2026-05-22,2026-02-09,44.9900,34.4500,34.1055,0.7343,false,,,,,untriggered,,,,,,untriggered,0,,,70
CNC-2026-02-09,CNC,B_fixed_R_multiple,2026-05-22,2026-05-22,2026-05-22,2026-02-09,44.9900,34.4500,34.1055,0.7343,false,,,,,untriggered,,,,,,untriggered,0,,,70
CNC-2026-02-09,CNC,C_close_below_50d,2026-05-22,2026-05-22,2026-05-22,2026-02-09,44.9900,34.4500,34.1055,0.7343,false,,,,,untriggered,,,,,,untriggered,0,,,70
CNC-2026-02-09,CNC,D_minervini_stage2_progression,2026-05-22,2026-05-22,2026-05-22,2026-02-09,44.9900,34.4500,34.1055,0.7343,false,,,,,untriggered,,,,,,untriggered,0,,,70
CNC-2026-02-09,CNC,E_oneil_cup_with_handle_measured_move,2026-05-22,2026-05-22,2026-05-22,2026-02-09,44.9900,34.4500,34.1055,0.7343,false,,,,,untriggered,,,,,,untriggered,0,,,70
CNC-2026-02-09,CNC,F_qullamaggie_momentum_burst,2026-05-22,2026-05-22,2026-05-22,2026-02-09,44.9900,34.4500,34.1055,0.7343,false,,,,,untriggered,,,,,,untriggered,0,,,70
CNC-2026-03-13,CNC,A_minervini_trail_ma,2026-05-22,2026-05-22,2026-05-22,2026-03-13,36.1600,31.8000,31.4820,0.7270,false,,,,,untriggered,,,,,,untriggered,0,,,53
CNC-2026-03-13,CNC,B_fixed_R_multiple,2026-05-22,2026-05-22,2026-05-22,2026-03-13,36.1600,31.8000,31.4820,0.7270,false,,,,,untriggered,,,,,,untriggered,0,,,53
CNC-2026-03-13,CNC,C_close_below_50d,2026-05-22,2026-05-22,2026-05-22,2026-03-13,36.1600,31.8000,31.4820,0.7270,false,,,,,untriggered,,,,,,untriggered,0,,,53
CNC-2026-03-13,CNC,D_minervini_stage2_progression,2026-05-22,2026-05-22,2026-05-22,2026-03-13,36.1600,31.8000,31.4820,0.7270,false,,,,,untriggered,,,,,,untriggered,0,,,53
CNC-2026-03-13,CNC,E_oneil_cup_with_handle_measured_move,2026-05-22,2026-05-22,2026-05-22,2026-03-13,36.1600,31.8000,31.4820,0.7270,false,,,,,untriggered,,,,,,untriggered,0,,,53
CNC-2026-03-13,CNC,F_qullamaggie_momentum_burst,2026-05-22,2026-05-22,2026-05-22,2026-03-13,36.1600,31.8000,31.4820,0.7270,false,,,,,untriggered,,,,,,untriggered,0,,,53
DOW-2021-10-13,DOW,A_minervini_trail_ma,2026-05-13,2026-05-13,2026-05-13,2021-10-13,59.8900,55.9700,55.4103,0.7667,false,,,,,untriggered,,,,,,untriggered,7,38.7800,64.8,1657
DOW-2021-10-13,DOW,B_fixed_R_multiple,2026-05-13,2026-05-13,2026-05-13,2021-10-13,59.8900,55.9700,55.4103,0.7667,false,,,,,untriggered,,,,,,untriggered,7,38.7800,64.8,1657
DOW-2021-10-13,DOW,C_close_below_50d,2026-05-13,2026-05-13,2026-05-13,2021-10-13,59.8900,55.9700,55.4103,0.7667,false,,,,,untriggered,,,,,,untriggered,7,38.7800,64.8,1657
DOW-2021-10-13,DOW,D_minervini_stage2_progression,2026-05-13,2026-05-13,2026-05-13,2021-10-13,59.8900,55.9700,55.4103,0.7667,false,,,,,untriggered,,,,,,untriggered,7,38.7800,64.8,1657
DOW-2021-10-13,DOW,E_oneil_cup_with_handle_measured_move,2026-05-13,2026-05-13,2026-05-13,2021-10-13,59.8900,55.9700,55.4103,0.7667,false,,,,,untriggered,,,,,,untriggered,7,38.7800,64.8,1657
DOW-2021-10-13,DOW,F_qullamaggie_momentum_burst,2026-05-13,2026-05-13,2026-05-13,2021-10-13,59.8900,55.9700,55.4103,0.7667,false,,,,,untriggered,,,,,,untriggered,7,38.7800,64.8,1657
DOW-2022-07-14,DOW,A_minervini_trail_ma,2026-05-13,2026-05-13,2026-05-13,2022-07-14,56.1100,48.5900,48.1041,0.7667,false,,,,,untriggered,,,,,,untriggered,7,38.7800,69.1,1345
DOW-2022-07-14,DOW,B_fixed_R_multiple,2026-05-13,2026-05-13,2026-05-13,2022-07-14,56.1100,48.5900,48.1041,0.7667,false,,,,,untriggered,,,,,,untriggered,7,38.7800,69.1,1345
DOW-2022-07-14,DOW,C_close_below_50d,2026-05-13,2026-05-13,2026-05-13,2022-07-14,56.1100,48.5900,48.1041,0.7667,false,,,,,untriggered,,,,,,untriggered,7,38.7800,69.1,1345
