pattern_id,ticker,ruleset_name,anchor_asof_date,effective_asof_date,max_observed_asof_date,trough_1_date,center_peak_price,trough_2_price,initial_stop,composite_score,triggered,entry_date,entry_price,exit_date,exit_price,exit_reason,r_multiple,trade_pnl_dollars,peak_unrealized_R,drawdown_to_exit_R,days_held,status,forward_bars_available,max_forward_close,max_close_pct_of_peak,days_t2_to_asof
CNC-2025-05-13,CNC,A_minervini_trail_ma,2026-05-22,2026-05-22,2026-05-22,2025-05-13,61.9600,53.4000,52.8660,0.6000,false,,,,,untriggered,,,,,,untriggered,0,,,333
CNC-2025-05-13,CNC,B_fixed_R_multiple,2026-05-22,2026-05-22,2026-05-22,2025-05-13,61.9600,53.4000,52.8660,0.6000,false,,,,,untriggered,,,,,,untriggered,0,,,333
CNC-2025-05-13,CNC,C_close_below_50d,2026-05-22,2026-05-22,2026-05-22,2025-05-13,61.9600,53.4000,52.8660,0.6000,false,,,,,untriggered,,,,,,untriggered,0,,,333
CNC-2025-05-13,CNC,D_minervini_stage2_progression,2026-05-22,2026-05-22,2026-05-22,2025-05-13,61.9600,53.4000,52.8660,0.6000,false,,,,,untriggered,,,,,,untriggered,0,,,333
CNC-2025-05-13,CNC,E_oneil_cup_with_handle_measured_move,2026-05-22,2026-05-22,2026-05-22,2025-05-13,61.9600,53.4000,52.8660,0.6000,false,,,,,untriggered,,,,,,untriggered,0,,,333
CNC-2025-05-13,CNC,F_qullamaggie_momentum_burst,2026-05-22,2026-05-22,2026-05-22,2025-05-13,61.9600,53.4000,52.8660,0.6000,false,,,,,untriggered,,,,,,untriggered,0,,,333
CNC-2025-07-21,CNC,A_minervini_trail_ma,2026-05-22,2026-05-22,2026-05-22,2025-07-21,29.4200,26.7600,26.4924,0.6000,false,,,,,untriggered,,,,,,untriggered,0,,,302
CNC-2025-07-21,CNC,B_fixed_R_multiple,2026-05-22,2026-05-22,2026-05-22,2025-07-21,29.4200,26.7600,26.4924,0.6000,false,,,,,untriggered,,,,,,untriggered,0,,,302
CNC-2025-07-21,CNC,C_close_below_50d,2026-05-22,2026-05-22,2026-05-22,2025-07-21,29.4200,26.7600,26.4924,0.6000,false,,,,,untriggered,,,,,,untriggered,0,,,302
CNC-2025-07-21,CNC,D_minervini_stage2_progression,2026-05-22,2026-05-22,2026-05-22,2025-07-21,29.4200,26.7600,26.4924,0.6000,false,,,,,untriggered,,,,,,untriggered,0,,,302
CNC-2025-07-21,CNC,E_oneil_cup_with_handle_measured_move,2026-05-22,2026-05-22,2026-05-22,2025-07-21,29.4200,26.7600,26.4924,0.6000,false,,,,,untriggered,,,,,,untriggered,0,,,302
CNC-2025-07-21,CNC,F_qullamaggie_momentum_burst,2026-05-22,2026-05-22,2026-05-22,2025-07-21,29.4200,26.7600,26.4924,0.6000,false,,,,,untriggered,,,,,,untriggered,0,,,302
CNC-2025-09-04,CNC,A_minervini_trail_ma,2026-05-22,2026-05-22,2026-05-22,2025-09-04,34.0800,31.7700,31.4523,0.5000,false,,,,,untriggered,,,,,,untriggered,0,,,245
CNC-2025-09-04,CNC,B_fixed_R_multiple,2026-05-22,2026-05-22,2026-05-22,2025-09-04,34.0800,31.7700,31.4523,0.5000,false,,,,,untriggered,,,,,,untriggered,0,,,245
CNC-2025-09-04,CNC,C_close_below_50d,2026-05-22,2026-05-22,2026-05-22,2025-09-04,34.0800,31.7700,31.4523,0.5000,false,,,,,untriggered,,,,,,untriggered,0,,,245
CNC-2025-09-04,CNC,D_minervini_stage2_progression,2026-05-22,2026-05-22,2026-05-22,2025-09-04,34.0800,31.7700,31.4523,0.5000,false,,,,,untriggered,,,,,,untriggered,0,,,245
CNC-2025-09-04,CNC,E_oneil_cup_with_handle_measured_move,2026-05-22,2026-05-22,2026-05-22,2025-09-04,34.0800,31.7700,31.4523,0.5000,false,,,,,untriggered,,,,,,untriggered,0,,,245
CNC-2025-09-04,CNC,F_qullamaggie_momentum_burst,2026-05-22,2026-05-22,2026-05-22,2025-09-04,34.0800,31.7700,31.4523,0.5000,false,,,,,untriggered,,,,,,untriggered,0,,,245
CNC-2025-09-19,CNC,A_minervini_trail_ma,2026-05-22,2026-05-22,2026-05-22,2025-09-19,38.7000,33.1500,32.8185,0.6667,false,,,,,untriggered,,,,,,untriggered,0,,,207
CNC-2025-09-19,CNC,B_fixed_R_multiple,2026-05-22,2026-05-22,2026-05-22,2025-09-19,38.7000,33.1500,32.8185,0.6667,false,,,,,untriggered,,,,,,untriggered,0,,,207
CNC-2025-09-19,CNC,C_close_below_50d,2026-05-22,2026-05-22,2026-05-22,2025-09-19,38.7000,33.1500,32.8185,0.6667,false,,,,,untriggered,,,,,,untriggered,0,,,207
